event_timestamp,event_seq,event_type,order_status,order_id,parent_order_id,client_order_id,broker_order_id,exchange_order_id,account_id,trader_id,desk,book,strategy_id,source_system,symbol,exchange,product_type,contract_month,currency,multiplier,tick_size,side,order_type,time_in_force,quantity,limit_price,stop_price,best_bid,best_ask,mid_price,spread,filled_quantity,remaining_quantity,last_fill_qty,last_fill_price,avg_fill_price,pre_trade_risk_check,risk_limit_id,current_position,max_position_limit,reject_reason,new_attribute
2025-12-12T08:00:00.585000Z,1,NEW,NEW,dfcdd43a-2f87-48d1-b480-bbb3ce44e7a6,2276e137-bc06-4094-8584-1b78bb989aa4,HDPITCU8WU,BRK164867,EX7655194,ACC02,TRDR01,Commodities,Commo_Spreads,STRAT01,ALGO,CL,NYMEX,FUT,202512,USD,1000,0.01,BUY,LIMIT,DAY,25,72.49,,72.5,72.53,72.52,0.03,0,25,,,,PASS,,-140,500,,Test-new-value
2025-12-12T08:00:00.605000Z,2,SENT,SENT,dfcdd43a-2f87-48d1-b480-bbb3ce44e7a6,2276e137-bc06-4094-8584-1b78bb989aa4,HDPITCU8WU,BRK164867,EX7655194,ACC02,TRDR01,Commodities,Commo_Spreads,STRAT01,ALGO,CL,NYMEX,FUT,202512,USD,1000,0.01,BUY,LIMIT,DAY,25,72.49,,72.5,72.53,72.52,0.03,0,25,,,,PASS,,-140,500,
2025-12-12T08:00:00.677000Z,3,ACK,ACK,dfcdd43a-2f87-48d1-b480-bbb3ce44e7a6,2276e137-bc06-4094-8584-1b78bb989aa4,HDPITCU8WU,BRK164867,EX7655194,ACC02,TRDR01,Commodities,Commo_Spreads,STRAT01,ALGO,CL,NYMEX,FUT,202512,USD,1000,0.01,BUY,LIMIT,DAY,25,72.49,,72.5,72.53,72.52,0.03,0,25,,,,PASS,,-140,500,
2025-12-12T08:00:00.674000Z,1,NEW,NEW,f1f49c78-bcd3-4036-a31b-d1061547300f,,1Q7NIG2CKR,BRK460160,EX8530188,ACC10,ALGO01,Equities,Index_Arb,STRAT02,FIX,CL,NYMEX,FUT,202604,USD,1000,0.01,BUY,LIMIT,DAY,1,72.03,,72.01,72.03,72.02,0.02,0,1,,,,PASS,,50,500,
2025-12-12T08:00:00.677000Z,2,SENT,SENT,f1f49c78-bcd3-4036-a31b-d1061547300f,,1Q7NIG2CKR,BRK460160,EX8530188,ACC10,ALGO01,Equities,Index_Arb,STRAT02,FIX,CL,NYMEX,FUT,202604,USD,1000,0.01,BUY,LIMIT,DAY,1,72.03,,72.01,72.03,72.02,0.02,0,1,,,,PASS,,50,500,
2025-12-12T08:00:00.687000Z,3,ACK,ACK,f1f49c78-bcd3-4036-a31b-d1061547300f,,1Q7NIG2CKR,BRK460160,EX8530188,ACC10,ALGO01,Equities,Index_Arb,STRAT02,FIX,CL,NYMEX,FUT,202604,USD,1000,0.01,BUY,LIMIT,DAY,1,72.03,,72.01,72.03,72.02,0.02,0,1,,,,PASS,,50,500,
2025-12-12T08:00:01.014000Z,1,NEW,NEW,56f671e1-715f-40da-9355-8189dcc6563c,,C0LUYQZ5M7,BRK472731,EX3819383,ACC20,TRDR04,Rates,G10_Rates_2,,FIX,CL,NYMEX,FUT,202512,USD,1000,0.01,SELL,LIMIT,DAY,20,71.62,,71.58,71.61,71.60000000000001,0.03,0,20,,,,PASS,,3,500,
2025-12-12T08:00:01.046000Z,2,SENT,SENT,56f671e1-715f-40da-9355-8189dcc6563c,,C0LUYQZ5M7,BRK472731,EX3819383,ACC20,TRDR04,Rates,G10_Rates_2,,FIX,CL,NYMEX,FUT,202512,USD,1000,0.01,SELL,LIMIT,DAY,20,71.62,,71.58,71.61,71.60000000000001,0.03,0,20,,,,PASS,,3,500,
2025-12-12T08:00:01.057000Z,3,ACK,ACK,56f671e1-715f-40da-9355-8189dcc6563c,,C0LUYQZ5M7,BRK472731,EX3819383,ACC20,TRDR04,Rates,G10_Rates_2,,FIX,CL,NYMEX,FUT,202512,USD,1000,0.01,SELL,LIMIT,DAY,20,71.62,,71.58,71.61,71.60000000000001,0.03,0,20,,,,PASS,,3,500,
2025-12-12T08:00:01.077000Z,4,PARTIAL_FILL,PARTIALLY_FILLED,56f671e1-715f-40da-9355-8189dcc6563c,,C0LUYQZ5M7,BRK472731,EX3819383,ACC20,TRDR04,Rates,G10_Rates_2,,FIX,CL,NYMEX,FUT,202512,USD,1000,0.01,SELL,LIMIT,DAY,20,71.62,,71.58,71.61,71.60000000000001,0.03,5,15,5,71.59,71.59,PASS,,3,500,
2025-12-12T08:00:01.137000Z,5,FILL,FILLED,56f671e1-715f-40da-9355-8189dcc6563c,,C0LUYQZ5M7,BRK472731,EX3819383,ACC20,TRDR04,Rates,G10_Rates_2,,FIX,CL,NYMEX,FUT,202512,USD,1000,0.01,SELL,LIMIT,DAY,20,71.62,,71.58,71.61,71.60000000000001,0.03,20,0,15,71.62,71.6125,PASS,,3,500,
